Date,FII Gross Purchase (Rs. Cr),FII Gross Sales (Rs. Cr),DII Gross Purchase (Rs. Cr),DII Gross Sales (Rs. Cr),FII Net (Rs. Cr),DII Net (Rs. Cr)
24-Aug-2022,1904.09,4142.67,5849.68,2427.43,-2238.58,3422.25
25-Aug-2022,2942.96,4029.92,1649.66,3341.04,-1086.96,-1691.38
26-Aug-2022,2600.65,3242.77,2115.32,3286.36,-642.12,-1171.04
29-Aug-2022,2585.74,7118.45,3708.12,6195.0,-4532.71,-2486.88
30-Aug-2022,5692.11,6151.24,3906.37,5938.33,-459.13,-2031.96
31-Aug-2022,5409.66,2329.12,4108.99,8701.93,3080.54,-4592.94
01-Sep-2022,3383.28,2433.69,7875.22,3381.59,949.59,4493.63
02-Sep-2022,5479.32,4465.91,3935.06,1726.37,1013.41,2208.69
05-Sep-2022,9964.79,4959.99,4010.51,3601.06,5004.8,409.45
06-Sep-2022,8307.95,4711.68,2565.45,2974.85,3596.27,-409.4
07-Sep-2022,3926.18,5496.6,1549.58,2678.3,-1570.42,-1128.72
08-Sep-2022,3727.8,5148.27,4523.31,4471.91,-1420.47,51.4
09-Sep-2022,2973.46,7033.73,2880.24,4071.32,-4060.27,-1191.08
12-Sep-2022,10750.3,2622.52,3810.98,5442.5,8127.78,-1631.52
13-Sep-2022,6599.1,5164.09,7493.44,4884.78,1435.01,2608.66
14-Sep-2022,2879.65,5940.01,6263.0,3133.69,-3060.36,3129.31
15-Sep-2022,2344.28,5447.02,5431.78,2621.28,-3102.74,2810.5
16-Sep-2022,8516.47,5527.58,2772.5,3837.47,2988.89,-1064.97
19-Sep-2022,4029.34,5463.52,2380.59,3892.95,-1434.18,-1512.36
20-Sep-2022,2883.33,4670.13,5388.26,6165.88,-1786.8,-777.62
21-Sep-2022,10248.02,2874.79,2553.39,6291.35,7373.23,-3737.96
22-Sep-2022,3248.4,3524.96,3369.93,5369.73,-276.56,-1999.8
23-Sep-2022,6172.46,5487.48,5538.03,1906.17,684.98,3631.86
26-Sep-2022,6443.77,5006.47,1675.05,3386.92,1437.3,-1711.87
27-Sep-2022,2615.22,2555.62,2467.55,2127.47,59.6,340.08
28-Sep-2022,2879.31,3794.84,2313.94,3395.27,-915.53,-1081.33
29-Sep-2022,5148.5,7703.88,5176.85,1108.06,-2555.38,4068.79
30-Sep-2022,2131.98,2617.36,3884.08,4424.22,-485.38,-540.14
03-Oct-2022,2410.9,7304.02,4588.43,5355.86,-4893.12,-767.43
04-Oct-2022,6371.56,3437.38,2609.97,5025.36,2934.18,-2415.39
05-Oct-2022,4608.09,3168.42,2808.82,4083.34,1439.67,-1274.52
06-Oct-2022,5369.98,3776.57,3589.58,3804.46,1593.41,-214.88
07-Oct-2022,5586.49,6582.24,5181.95,4795.73,-995.75,386.22
10-Oct-2022,7706.12,5247.92,2677.61,4103.62,2458.2,-1426.01
11-Oct-2022,8156.21,1228.5,4511.83,2223.17,6927.71,2288.66
12-Oct-2022,9499.44,6711.64,5058.12,2488.87,2787.8,2569.25
13-Oct-2022,4463.35,4894.03,3281.13,5057.56,-430.68,-1776.43
14-Oct-2022,5569.05,6999.63,3763.83,2327.88,-1430.58,1435.95
17-Oct-2022,7808.56,5616.73,9567.26,4289.01,2191.83,5278.25
18-Oct-2022,6502.25,4413.93,2479.23,3847.12,2088.32,-1367.89
19-Oct-2022,8578.18,5382.37,4117.78,5539.57,3195.81,-1421.79
20-Oct-2022,3732.62,4017.97,5652.95,3247.11,-285.35,2405.84
21-Oct-2022,4307.23,7487.41,4323.32,2250.23,-3180.18,2073.09
24-Oct-2022,3866.76,4821.36,3729.08,4938.81,-954.6,-1209.73
25-Oct-2022,3870.28,2273.33,3134.85,1981.89,1596.95,1152.96
26-Oct-2022,3704.22,2961.9,3652.89,2763.38,742.32,889.51
27-Oct-2022,4016.19,1585.19,5999.97,2251.67,2431.0,3748.3
28-Oct-2022,4307.36,3975.66,4662.44,3587.15,331.7,1075.29
31-Oct-2022,4038.69,4879.13,6840.24,3100.0,-840.44,3740.24
01-Nov-2022,4534.24,7945.93,4083.33,4173.89,-3411.69,-90.56
02-Nov-2022,5825.61,2432.98,5493.88,4196.46,3392.63,1297.42
03-Nov-2022,1467.04,5725.94,4020.95,3682.93,-4258.9,338.02
04-Nov-2022,8323.65,4816.1,6079.59,2178.81,3507.55,3900.78
07-Nov-2022,9537.87,3595.8,2895.32,3980.4,5942.07,-1085.08
08-Nov-2022,9458.08,2306.36,4981.23,4105.49,7151.72,875.74
09-Nov-2022,6421.96,2591.58,4634.7,4366.77,3830.38,267.93
10-Nov-2022,2987.11,4533.9,4073.14,6694.48,-1546.79,-2621.34
11-Nov-2022,2710.78,1119.26,4397.7,3466.03,1591.52,931.67
14-Nov-2022,1902.6,2231.36,3268.64,5886.85,-328.76,-2618.21
15-Nov-2022,2966.69,4937.51,4521.44,2971.11,-1970.82,1550.33
16-Nov-2022,4297.39,5490.15,4277.82,4659.21,-1192.76,-381.39
17-Nov-2022,7271.7,2915.16,2875.49,3440.71,4356.54,-565.22
18-Nov-2022,7166.21,4706.05,3359.25,3782.79,2460.16,-423.54
21-Nov-2022,8221.35,6335.84,1655.07,2539.21,1885.51,-884.14
22-Nov-2022,4029.09,6000.13,2280.2,2251.08,-1971.04,29.12
23-Nov-2022,2340.7,2997.84,3151.95,6042.72,-657.14,-2890.77
24-Nov-2022,1851.1,5873.53,2705.41,3656.66,-4022.43,-951.25
25-Nov-2022,2984.04,4671.58,3256.15,4428.23,-1687.54,-1172.08
28-Nov-2022,3645.56,6813.58,4227.27,2679.48,-3168.02,1547.79
29-Nov-2022,4502.32,5804.81,6050.47,4636.29,-1302.49,1414.18
30-Nov-2022,8556.03,6420.93,6909.13,3391.4,2135.1,3517.73
01-Dec-2022,7857.88,2694.83,3280.47,4608.4,5163.05,-1327.93
02-Dec-2022,2409.25,5397.14,1788.23,3755.29,-2987.89,-1967.06
05-Dec-2022,2151.98,2538.53,2366.18,4390.18,-386.55,-2024.0
06-Dec-2022,4983.8,8976.98,3227.81,2020.89,-3993.18,1206.92
07-Dec-2022,6084.45,2168.16,2485.71,2885.16,3916.29,-399.45
08-Dec-2022,1455.36,3841.78,4183.75,2603.54,-2386.42,1580.21
09-Dec-2022,3451.72,3407.84,5771.23,3128.34,43.88,2642.89
12-Dec-2022,2810.77,2395.07,4353.87,2379.27,415.7,1974.6
13-Dec-2022,6285.1,5352.32,4925.77,2661.29,932.78,2264.48
14-Dec-2022,4756.62,2129.24,4542.28,2336.5,2627.38,2205.78
15-Dec-2022,2756.82,2523.44,3551.67,4542.27,233.38,-990.6
16-Dec-2022,4505.85,7626.06,2643.04,2144.32,-3120.21,498.72
19-Dec-2022,1885.58,6039.73,2074.63,4814.03,-4154.15,-2739.4
20-Dec-2022,6332.13,8196.7,1992.87,7143.43,-1864.57,-5150.56
21-Dec-2022,4655.09,13907.08,3521.93,2263.05,-9251.99,1258.88
22-Dec-2022,3476.15,4521.99,7428.43,4953.56,-1045.84,2474.87
23-Dec-2022,7759.88,2238.68,6047.41,4469.9,5521.2,1577.51
26-Dec-2022,4414.37,6198.43,3516.47,3019.14,-1784.06,497.33
27-Dec-2022,5338.57,3365.59,6820.25,3319.21,1972.98,3501.04
28-Dec-2022,3814.83,5664.52,3566.22,3684.89,-1849.69,-118.67
29-Dec-2022,4476.06,4327.16,4053.57,2617.74,148.9,1435.83
30-Dec-2022,4747.08,7371.29,4019.99,4671.47,-2624.21,-651.48
02-Jan-2023,10679.18,2750.51,5334.61,2185.95,7928.67,3148.66
03-Jan-2023,3748.19,3052.37,3579.27,1871.12,695.82,1708.15
04-Jan-2023,8676.28,4571.61,3195.18,3861.89,4104.67,-666.71
05-Jan-2023,10170.88,4762.47,3797.78,3045.84,5408.41,751.94
06-Jan-2023,5634.71,4468.9,3037.55,2392.42,1165.81,645.13
09-Jan-2023,2271.9,3988.98,3692.54,2729.83,-1717.08,962.71
10-Jan-2023,6745.29,3467.82,4866.03,1556.93,3277.47,3309.1
11-Jan-2023,7158.46,4665.56,3348.68,4359.24,2492.9,-1010.56
12-Jan-2023,8302.41,10060.48,2952.65,7438.67,-1758.07,-4486.02
13-Jan-2023,3804.21,4268.7,4407.0,3855.18,-464.49,551.82
16-Jan-2023,4353.98,3329.72,11198.24,2351.48,1024.26,8846.76
17-Jan-2023,2574.45,6333.08,3105.69,2137.38,-3758.63,968.31
18-Jan-2023,4375.46,2933.75,1986.92,3692.82,1441.71,-1705.9
19-Jan-2023,7142.66,3245.56,2199.74,4660.9,3897.1,-2461.16
20-Jan-2023,7324.24,4402.98,2387.69,3726.96,2921.26,-1339.27
23-Jan-2023,3774.1,2234.92,6488.69,3645.07,1539.18,2843.62
24-Jan-2023,4236.95,11265.56,2272.94,5423.67,-7028.61,-3150.73
25-Jan-2023,5895.05,2764.14,3712.92,3247.2,3130.91,465.72
26-Jan-2023,5730.26,2120.95,1575.69,3651.53,3609.31,-2075.84
27-Jan-2023,8588.01,6423.4,1930.51,5043.55,2164.61,-3113.04
30-Jan-2023,2463.08,2160.32,2877.54,4713.19,302.76,-1835.65
31-Jan-2023,3082.88,10510.61,5790.46,4921.75,-7427.73,868.71
01-Feb-2023,2654.38,6701.18,3413.16,3113.69,-4046.8,299.47
02-Feb-2023,2214.62,3443.84,4183.49,4948.99,-1229.22,-765.5
03-Feb-2023,6614.09,5520.38,2897.53,2787.98,1093.71,109.55
06-Feb-2023,4558.22,6977.75,3921.06,3516.73,-2419.53,404.33
07-Feb-2023,4357.61,2675.33,4421.08,2925.26,1682.28,1495.82
08-Feb-2023,7550.9,4017.14,5071.97,2499.93,3533.76,2572.04
09-Feb-2023,2001.57,3004.16,4222.21,3920.6,-1002.59,301.61
10-Feb-2023,8308.11,6079.46,3254.5,2261.95,2228.65,992.55
13-Feb-2023,11806.88,7488.58,3443.82,3839.31,4318.3,-395.49
14-Feb-2023,4775.47,4720.3,2397.6,2694.88,55.17,-297.28
15-Feb-2023,3285.4,2257.89,3837.45,3259.2,1027.51,578.25
16-Feb-2023,4170.9,5405.37,3090.26,4153.16,-1234.47,-1062.9
17-Feb-2023,9121.28,4194.67,3384.64,7014.22,4926.61,-3629.58
20-Feb-2023,6265.76,4519.94,2904.43,3514.29,1745.82,-609.86
21-Feb-2023,6356.68,9002.13,2607.19,1655.9,-2645.45,951.29
22-Feb-2023,4001.28,7927.54,4085.45,6189.55,-3926.26,-2104.1
23-Feb-2023,5365.39,2418.23,2259.48,2641.07,2947.16,-381.59
24-Feb-2023,3901.61,9396.76,6293.67,10463.45,-5495.15,-4169.78
27-Feb-2023,2414.47,1709.4,3735.01,3087.36,705.07,647.65
28-Feb-2023,4585.93,3348.32,3417.12,3199.54,1237.61,217.58
01-Mar-2023,6183.47,6658.18,2540.18,3131.83,-474.71,-591.65
02-Mar-2023,12227.92,2600.35,3295.22,2383.16,9627.57,912.06
03-Mar-2023,11683.49,11652.68,3909.05,4441.5,30.81,-532.45
06-Mar-2023,5029.94,5953.57,4197.33,2603.17,-923.63,1594.16
07-Mar-2023,8370.05,3503.49,3216.19,4059.66,4866.56,-843.47
08-Mar-2023,5581.45,2786.89,1856.68,2812.01,2794.56,-955.33
09-Mar-2023,4917.83,2859.0,2912.16,4504.62,2058.83,-1592.46
10-Mar-2023,5919.94,4539.62,5096.21,2757.73,1380.32,2338.48
13-Mar-2023,3241.03,6062.75,3731.61,4264.92,-2821.72,-533.31
14-Mar-2023,8399.13,8564.39,4560.38,6190.45,-165.26,-1630.07
15-Mar-2023,3055.42,4318.46,2156.42,1862.5,-1263.04,293.92
16-Mar-2023,2914.81,4993.9,3620.87,4312.53,-2079.09,-691.66
17-Mar-2023,9660.16,2490.8,4954.81,3504.51,7169.36,1450.3
20-Mar-2023,3735.63,3691.92,3248.77,7598.34,43.71,-4349.57
21-Mar-2023,4622.22,2507.01,1815.27,2149.97,2115.21,-334.7
22-Mar-2023,3938.41,6585.63,5988.36,3400.83,-2647.22,2587.53
23-Mar-2023,2810.06,8410.71,3274.61,1699.45,-5600.65,1575.16
24-Mar-2023,3756.54,8289.12,6556.57,1935.98,-4532.58,4620.59
27-Mar-2023,4630.67,5370.56,3670.03,1994.44,-739.89,1675.59
28-Mar-2023,6548.11,5165.32,8493.45,4844.58,1382.79,3648.87
29-Mar-2023,6630.87,10404.64,3629.02,6601.0,-3773.77,-2971.98
30-Mar-2023,4970.91,5410.86,3530.56,4414.13,-439.95,-883.57
31-Mar-2023,3429.19,4446.45,3605.8,3144.65,-1017.26,461.15
03-Apr-2023,7317.97,6034.88,2233.55,2279.07,1283.09,-45.52
04-Apr-2023,4470.76,3581.1,4622.25,2608.48,889.66,2013.77
05-Apr-2023,9882.85,2507.5,4789.54,4749.78,7375.35,39.76
06-Apr-2023,3062.53,8607.96,2520.28,5478.19,-5545.43,-2957.91
07-Apr-2023,4208.3,4288.94,3473.18,4404.68,-80.64,-931.5
10-Apr-2023,6912.88,1824.26,5139.45,2902.69,5088.62,2236.76
11-Apr-2023,10661.65,6225.36,4074.81,4618.22,4436.29,-543.41
12-Apr-2023,2740.29,6718.69,2545.34,3650.81,-3978.4,-1105.47
13-Apr-2023,5651.52,5188.39,3848.34,3948.31,463.13,-99.97
14-Apr-2023,3442.35,12845.72,4394.55,1736.93,-9403.37,2657.62
17-Apr-2023,2230.94,4144.29,4155.84,4945.61,-1913.35,-789.77
18-Apr-2023,3429.42,5421.37,3131.05,4534.18,-1991.95,-1403.13
19-Apr-2023,5723.17,9128.27,1526.27,5243.9,-3405.1,-3717.63
20-Apr-2023,6530.53,2930.67,4128.33,3730.32,3599.86,398.01
21-Apr-2023,4870.33,6472.63,1891.47,2352.54,-1602.3,-461.07
24-Apr-2023,6194.74,1671.06,2799.39,6806.75,4523.68,-4007.36
25-Apr-2023,1953.25,5798.13,4636.71,4430.26,-3844.88,206.45
26-Apr-2023,4875.76,4732.78,3963.75,3327.41,142.98,636.34
27-Apr-2023,2423.27,2553.97,8404.29,3165.13,-130.7,5239.16
28-Apr-2023,4188.96,1491.92,4934.68,4111.06,2697.04,823.62
01-May-2023,5711.06,4161.81,5564.73,3332.89,1549.25,2231.84
02-May-2023,3071.15,2883.94,6711.84,4186.47,187.21,2525.37
03-May-2023,2946.11,2126.37,4856.26,2637.17,819.74,2219.09
04-May-2023,4838.42,3760.04,5506.82,2747.86,1078.38,2758.96
05-May-2023,5026.09,4244.46,3697.32,2088.44,781.63,1608.88
08-May-2023,2929.34,2420.84,10619.44,3878.08,508.5,6741.36
09-May-2023,4385.98,5250.7,4189.14,5595.08,-864.72,-1405.94
10-May-2023,4364.25,5246.62,2688.02,2518.77,-882.37,169.25
11-May-2023,3438.09,3300.65,7846.18,5509.95,137.44,2336.23
12-May-2023,4629.35,4512.27,3124.2,3829.44,117.08,-705.24
15-May-2023,6480.25,5349.68,2771.97,4069.2,1130.57,-1297.23
16-May-2023,3246.79,3180.33,6749.56,5730.6,66.46,1018.96
17-May-2023,4245.8,4272.66,3691.49,3559.98,-26.86,131.51
18-May-2023,3513.29,1940.0,1629.77,3299.74,1573.29,-1669.97
19-May-2023,3508.8,3843.64,4156.94,4161.88,-334.84,-4.94
22-May-2023,3634.37,6688.41,9861.56,3936.28,-3054.04,5925.28
23-May-2023,7017.75,10320.37,4883.25,5728.7,-3302.62,-845.45
24-May-2023,2619.76,4459.93,5997.64,4074.44,-1840.17,1923.2
25-May-2023,4544.57,2045.06,8424.17,3447.43,2499.51,4976.74
26-May-2023,4279.67,3802.64,2299.01,4033.5,477.03,-1734.49
29-May-2023,5245.54,5827.67,6050.69,3950.14,-582.13,2100.55
30-May-2023,5415.24,2113.01,2876.01,2918.63,3302.23,-42.62
31-May-2023,1593.55,9749.24,4569.14,3586.32,-8155.69,982.82
01-Jun-2023,2186.89,4084.89,3282.7,2535.16,-1898.0,747.54
02-Jun-2023,2323.15,2785.0,3539.16,3977.43,-461.85,-438.27
05-Jun-2023,17223.9,4639.71,1422.98,4892.33,12584.19,-3469.35
06-Jun-2023,2017.96,4480.44,2130.07,3492.29,-2462.48,-1362.22
07-Jun-2023,4773.99,4345.57,2339.13,3622.5,428.42,-1283.37
08-Jun-2023,8696.86,6503.42,5130.16,1542.21,2193.44,3587.95
09-Jun-2023,2502.06,3415.12,3707.09,2538.08,-913.06,1169.01
12-Jun-2023,2362.06,7347.44,2828.45,4160.94,-4985.38,-1332.49
13-Jun-2023,3743.56,3806.3,8914.22,3149.55,-62.74,5764.67
14-Jun-2023,4238.11,6002.97,3388.44,6470.25,-1764.86,-3081.81
15-Jun-2023,6908.43,3896.0,2252.58,7642.2,3012.43,-5389.62
16-Jun-2023,2400.16,6386.07,5820.73,4332.69,-3985.91,1488.04
19-Jun-2023,5845.03,4029.46,3393.44,2353.73,1815.57,1039.71
20-Jun-2023,3424.42,5564.23,5344.04,3236.79,-2139.81,2107.25
21-Jun-2023,5456.79,10133.07,2672.24,1783.05,-4676.28,889.19
22-Jun-2023,1891.75,6573.02,6276.84,5632.2,-4681.27,644.64
23-Jun-2023,4415.64,3538.8,3562.15,4614.49,876.84,-1052.34
26-Jun-2023,4639.1,7520.63,3164.03,2819.73,-2881.53,344.3
27-Jun-2023,1891.3,6404.86,2042.55,6504.62,-4513.56,-4462.07
28-Jun-2023,3656.77,5039.52,3401.13,5389.58,-1382.75,-1988.45
29-Jun-2023,7983.75,3449.15,3029.2,4791.16,4534.6,-1761.96
30-Jun-2023,7144.06,2616.26,2041.92,2502.72,4527.8,-460.8
03-Jul-2023,4350.84,2642.72,3989.49,5304.04,1708.12,-1314.55
04-Jul-2023,2687.02,3869.48,3993.65,2351.71,-1182.46,1641.94
05-Jul-2023,2000.39,7235.84,8115.18,3939.1,-5235.45,4176.08
06-Jul-2023,5507.08,2050.3,6311.44,4503.88,3456.78,1807.56
07-Jul-2023,3312.37,10045.06,3311.34,2829.51,-6732.69,481.83
10-Jul-2023,3511.63,2133.3,2179.01,3373.79,1378.33,-1194.78
11-Jul-2023,3266.44,4390.06,2177.39,3083.57,-1123.62,-906.18
12-Jul-2023,4097.43,2750.68,4094.65,1386.61,1346.75,2708.04
13-Jul-2023,3925.32,3178.02,3419.67,2085.85,747.3,1333.82
14-Jul-2023,6479.66,2333.87,3036.28,3001.85,4145.79,34.43
17-Jul-2023,2592.87,5312.37,6025.71,3954.06,-2719.5,2071.65
18-Jul-2023,4217.23,1651.15,4495.77,5523.48,2566.08,-1027.71
19-Jul-2023,2401.57,3776.09,2543.75,3641.57,-1374.52,-1097.82
20-Jul-2023,5665.78,6682.6,6447.35,2946.47,-1016.82,3500.88
21-Jul-2023,8171.5,6846.82,3878.66,6442.03,1324.68,-2563.37
24-Jul-2023,2562.56,4950.98,3040.06,2154.16,-2388.42,885.9
25-Jul-2023,7132.04,7043.98,3400.06,3280.42,88.06,119.64
26-Jul-2023,2975.51,3302.23,2714.43,3331.16,-326.72,-616.73
27-Jul-2023,3869.21,8629.51,6591.41,2978.04,-4760.3,3613.37
28-Jul-2023,8173.03,2672.6,2704.81,3965.52,5500.43,-1260.71
31-Jul-2023,3073.03,8027.15,1600.13,4641.15,-4954.12,-3041.02
01-Aug-2023,2869.27,4022.54,5028.21,2148.92,-1153.27,2879.29
02-Aug-2023,5536.17,7087.53,2675.67,2523.16,-1551.36,152.51
03-Aug-2023,4289.86,4687.87,5897.25,7119.3,-398.01,-1222.05
04-Aug-2023,1920.96,3412.2,3844.73,3166.45,-1491.24,678.28
07-Aug-2023,9014.86,3011.56,4087.2,3411.73,6003.3,675.47
08-Aug-2023,5547.56,4819.71,6169.09,3303.89,727.85,2865.2
09-Aug-2023,7647.05,3495.9,3136.17,2894.16,4151.15,242.01
10-Aug-2023,2685.95,2236.35,3317.99,4912.01,449.6,-1594.02
11-Aug-2023,5107.6,6619.51,3346.73,1521.9,-1511.91,1824.83
14-Aug-2023,4059.23,11035.77,2101.36,3699.78,-6976.54,-1598.42
15-Aug-2023,4738.71,1974.18,3352.77,3483.63,2764.53,-130.86
16-Aug-2023,9036.08,4992.86,2350.67,3504.5,4043.22,-1153.83
17-Aug-2023,4020.25,4060.1,2737.98,1819.81,-39.85,918.17
18-Aug-2023,6200.74,3659.34,3814.26,2161.91,2541.4,1652.35
21-Aug-2023,7563.47,2795.75,2236.63,2836.29,4767.72,-599.66
22-Aug-2023,3055.4,5675.08,4140.42,6449.52,-2619.68,-2309.1
23-Aug-2023,6795.35,2905.7,1704.83,4880.4,3889.65,-3175.57
24-Aug-2023,4991.93,4410.87,10565.97,1915.62,581.06,8650.35
25-Aug-2023,3378.97,15998.12,5519.51,2353.12,-12619.15,3166.39
28-Aug-2023,5700.82,7460.12,2044.26,2826.87,-1759.3,-782.61
29-Aug-2023,4214.02,6298.17,4164.8,5275.74,-2084.15,-1110.94
30-Aug-2023,5537.51,5339.8,5231.96,5236.95,197.71,-4.99
31-Aug-2023,7267.17,4036.66,3749.68,2950.22,3230.51,799.46
01-Sep-2023,4497.33,7896.33,4106.0,2763.62,-3399.0,1342.38
04-Sep-2023,3321.73,4450.07,2955.24,3272.79,-1128.34,-317.55
05-Sep-2023,6556.79,7247.1,2205.51,3638.99,-690.31,-1433.48
06-Sep-2023,8966.13,3694.42,6195.69,3055.75,5271.71,3139.94
07-Sep-2023,5867.82,6185.5,5253.41,3324.01,-317.68,1929.4
08-Sep-2023,2830.72,3078.94,4996.26,3234.92,-248.22,1761.34
11-Sep-2023,3293.58,5091.97,2897.35,3899.52,-1798.39,-1002.17
12-Sep-2023,3547.79,4922.36,3720.88,1694.71,-1374.57,2026.17
13-Sep-2023,3654.96,6993.9,2138.63,2507.37,-3338.94,-368.74
14-Sep-2023,11452.79,2197.38,11833.3,3370.39,9255.41,8462.91
15-Sep-2023,2994.23,5732.79,2337.09,2425.55,-2738.56,-88.46
18-Sep-2023,4275.29,6142.31,3619.77,5911.56,-1867.02,-2291.79
19-Sep-2023,2849.61,9453.59,3968.57,2874.65,-6603.98,1093.92
20-Sep-2023,3613.42,13996.05,5213.9,5560.11,-10382.63,-346.21
21-Sep-2023,1518.65,6803.25,1670.72,3359.38,-5284.6,-1688.66
22-Sep-2023,6191.0,8832.5,4248.88,3882.49,-2641.5,366.39
25-Sep-2023,7131.15,4257.33,4147.48,2995.05,2873.82,1152.43
26-Sep-2023,8861.72,4190.04,3888.27,4120.95,4671.68,-232.68
27-Sep-2023,2774.67,3790.79,3745.52,3252.02,-1016.12,493.5
28-Sep-2023,5697.3,4986.91,2621.84,4885.11,710.39,-2263.27
29-Sep-2023,6733.44,5300.51,3766.26,3702.51,1432.93,63.75
02-Oct-2023,7095.66,6132.87,3969.17,2486.39,962.79,1482.78
03-Oct-2023,4193.78,4021.08,2854.7,2447.68,172.7,407.02
04-Oct-2023,2666.65,6142.7,4494.74,6693.54,-3476.05,-2198.8
05-Oct-2023,9041.81,4169.64,2527.86,1960.74,4872.17,567.12
06-Oct-2023,3799.2,4451.68,4034.5,5704.37,-652.48,-1669.87
09-Oct-2023,3486.44,5194.62,3689.14,5965.24,-1708.18,-2276.1
10-Oct-2023,5011.46,4360.53,3483.8,2968.07,650.93,515.73
11-Oct-2023,3715.88,5003.61,3298.04,2941.83,-1287.73,356.21
12-Oct-2023,4448.92,7582.04,4709.67,2140.7,-3133.12,2568.97
13-Oct-2023,2608.94,4518.0,3157.88,2337.32,-1909.06,820.56
16-Oct-2023,6753.73,2788.16,4241.28,3093.88,3965.57,1147.4
17-Oct-2023,3056.68,2847.87,5584.47,3465.11,208.81,2119.36
18-Oct-2023,2493.53,3940.2,3791.85,5218.2,-1446.67,-1426.35
19-Oct-2023,10007.18,2750.93,2173.83,3839.21,7256.25,-1665.38
20-Oct-2023,5519.95,3386.78,3428.34,3933.62,2133.17,-505.28
23-Oct-2023,3654.45,8018.1,2891.44,3978.99,-4363.65,-1087.55
24-Oct-2023,3687.67,3438.4,3149.72,3748.25,249.27,-598.53
25-Oct-2023,5606.66,5109.99,4239.43,3678.4,496.67,561.03
26-Oct-2023,4415.65,1049.31,5055.58,7756.13,3366.34,-2700.55
27-Oct-2023,5285.76,2783.57,5221.71,2137.34,2502.19,3084.37
30-Oct-2023,1992.11,3844.72,5828.45,7529.27,-1852.61,-1700.82
31-Oct-2023,5391.61,4062.5,7894.6,1621.92,1329.11,6272.68
01-Nov-2023,5877.33,3898.2,3593.19,6345.54,1979.13,-2752.35
02-Nov-2023,3502.22,6920.38,3627.36,4397.75,-3418.16,-770.39
03-Nov-2023,20666.21,4800.46,3575.9,3774.56,15865.75,-198.66
06-Nov-2023,9218.65,3742.26,3225.97,3093.2,5476.39,132.77
07-Nov-2023,4639.49,2853.48,8296.95,4142.8,1786.01,4154.15
08-Nov-2023,3097.97,5798.93,2494.99,3794.62,-2700.96,-1299.63
09-Nov-2023,3506.34,4503.67,6663.43,3821.62,-997.33,2841.81
10-Nov-2023,5348.93,4805.02,7337.04,4162.72,543.91,3174.32
13-Nov-2023,7356.67,3872.49,4456.61,5175.1,3484.18,-718.49
14-Nov-2023,5311.29,9786.42,8018.47,2570.04,-4475.13,5448.43
15-Nov-2023,1492.02,6787.09,5688.59,4935.42,-5295.07,753.17
16-Nov-2023,13864.7,2922.39,2632.1,1413.05,10942.31,1219.05
17-Nov-2023,2526.84,2857.94,4880.96,2998.88,-331.1,1882.08
20-Nov-2023,2872.75,6141.11,2439.14,4453.8,-3268.36,-2014.66
21-Nov-2023,2682.61,4452.48,4390.19,3554.58,-1769.87,835.61
22-Nov-2023,8081.86,4534.27,2882.61,4003.51,3547.59,-1120.9
23-Nov-2023,6224.95,5661.78,2789.54,2846.26,563.17,-56.72
24-Nov-2023,3553.41,4185.58,1445.49,3528.19,-632.17,-2082.7
27-Nov-2023,3760.87,2954.35,2833.07,4286.74,806.52,-1453.67
28-Nov-2023,12291.07,7269.12,4575.5,2785.6,5021.95,1789.9
29-Nov-2023,7458.08,5542.26,5274.66,3876.81,1915.82,1397.85
30-Nov-2023,4175.43,2979.17,1899.64,5967.57,1196.26,-4067.93
01-Dec-2023,7407.14,1421.34,4098.89,4752.87,5985.8,-653.98
04-Dec-2023,5756.26,6115.77,4716.76,2499.0,-359.51,2217.76
05-Dec-2023,5596.62,3545.39,3068.9,3681.61,2051.23,-612.71
06-Dec-2023,3509.63,3808.4,2386.69,4026.07,-298.77,-1639.38
07-Dec-2023,4112.78,5946.0,4325.62,2504.16,-1833.22,1821.46
08-Dec-2023,2110.2,4247.47,1801.5,2555.02,-2137.27,-753.52
11-Dec-2023,2431.57,4212.01,3562.67,8505.76,-1780.44,-4943.09
12-Dec-2023,5227.49,2019.75,5787.44,4676.05,3207.74,1111.39
13-Dec-2023,6767.01,5391.61,3538.89,3944.34,1375.4,-405.45
14-Dec-2023,7514.21,6049.18,4345.69,8613.85,1465.03,-4268.16
15-Dec-2023,10014.38,5889.71,3359.19,4951.21,4124.67,-1592.02
18-Dec-2023,6405.22,3650.37,1172.73,2009.42,2754.85,-836.69
19-Dec-2023,3012.88,3375.89,3866.65,3504.37,-363.01,362.28
20-Dec-2023,3063.46,5544.17,3060.31,5393.38,-2480.71,-2333.07
21-Dec-2023,4673.47,2241.54,4283.91,3063.84,2431.93,1220.07
22-Dec-2023,4322.85,4719.02,5560.11,4152.59,-396.17,1407.52
25-Dec-2023,3859.54,3397.98,5917.88,2228.25,461.56,3689.63
26-Dec-2023,2881.3,4946.57,5233.68,1553.09,-2065.27,3680.59
27-Dec-2023,2802.31,3834.36,2487.96,4465.84,-1032.05,-1977.88
28-Dec-2023,7576.52,5133.58,4506.48,3543.64,2442.94,962.84
29-Dec-2023,5477.79,2441.38,4269.45,2092.58,3036.41,2176.87
01-Jan-2024,1590.47,4670.19,4975.46,4461.5,-3079.72,513.96
