Date,Advances,Declines,Unchanged,Advance Decline Ratio
05-Feb-2018,87,1937,85,0.045
06-Feb-2018,774,1225,30,0.632
07-Feb-2018,1176,744,51,1.581
08-Feb-2018,632,1300,29,0.486
09-Feb-2018,789,1152,29,0.685
12-Feb-2018,741,1206,77,0.614
13-Feb-2018,725,1189,35,0.61
14-Feb-2018,570,1422,102,0.401
15-Feb-2018,1056,960,44,1.1
16-Feb-2018,1768,323,25,5.474
19-Feb-2018,698,1327,99,0.526
20-Feb-2018,675,1419,129,0.476
21-Feb-2018,650,1345,40,0.483
22-Feb-2018,789,1197,39,0.659
23-Feb-2018,656,1412,86,0.465
26-Feb-2018,1348,616,63,2.188
27-Feb-2018,1269,656,93,1.934
28-Feb-2018,1055,1034,66,1.02
01-Mar-2018,1044,883,32,1.182
02-Mar-2018,1249,683,101,1.829
05-Mar-2018,1498,555,81,2.699
06-Mar-2018,1183,784,122,1.509
07-Mar-2018,483,1448,100,0.334
08-Mar-2018,834,1091,74,0.764
09-Mar-2018,908,1071,89,0.848
12-Mar-2018,1172,791,24,1.482
13-Mar-2018,879,1043,26,0.843
14-Mar-2018,528,1415,53,0.373
15-Mar-2018,448,1472,119,0.304
16-Mar-2018,608,1449,29,0.42
19-Mar-2018,661,1239,48,0.533
20-Mar-2018,613,1337,87,0.458
21-Mar-2018,804,1107,79,0.726
22-Mar-2018,656,1424,93,0.461
23-Mar-2018,868,1127,35,0.77
26-Mar-2018,811,1140,106,0.711
27-Mar-2018,764,1322,126,0.578
28-Mar-2018,1289,620,48,2.079
29-Mar-2018,687,1354,82,0.507
30-Mar-2018,969,933,39,1.039
02-Apr-2018,1683,259,80,6.498
03-Apr-2018,563,1527,113,0.369
04-Apr-2018,540,1468,57,0.368
05-Apr-2018,515,1411,100,0.365
06-Apr-2018,482,1464,58,0.329
09-Apr-2018,513,1583,122,0.324
10-Apr-2018,1091,862,114,1.266
11-Apr-2018,1057,907,68,1.165
12-Apr-2018,707,1340,98,0.528
13-Apr-2018,690,1287,54,0.536
16-Apr-2018,1188,738,43,1.61
17-Apr-2018,738,1265,36,0.583
18-Apr-2018,876,1192,63,0.735
19-Apr-2018,762,1295,71,0.588
20-Apr-2018,620,1467,101,0.423
23-Apr-2018,761,1285,50,0.592
24-Apr-2018,1058,973,115,1.087
25-Apr-2018,1436,510,94,2.816
26-Apr-2018,807,1197,22,0.674
27-Apr-2018,859,1144,65,0.751
30-Apr-2018,847,1135,37,0.746
01-May-2018,638,1288,32,0.495
02-May-2018,1419,633,20,2.242
03-May-2018,640,1395,126,0.459
04-May-2018,781,1156,70,0.676
07-May-2018,268,1829,117,0.147
08-May-2018,1101,942,49,1.169
09-May-2018,1178,764,30,1.542
10-May-2018,653,1376,100,0.475
11-May-2018,770,1160,73,0.664
14-May-2018,543,1429,58,0.38
15-May-2018,795,1254,108,0.634
16-May-2018,1124,966,35,1.164
17-May-2018,1136,936,92,1.214
18-May-2018,1021,1024,89,0.997
21-May-2018,1008,925,123,1.09
22-May-2018,1239,772,117,1.605
23-May-2018,680,1325,104,0.513
24-May-2018,836,1244,127,0.672
25-May-2018,1308,719,52,1.819
28-May-2018,664,1301,75,0.51
29-May-2018,1454,538,89,2.703
30-May-2018,317,1777,118,0.178
31-May-2018,1002,954,21,1.05
01-Jun-2018,258,1823,74,0.142
04-Jun-2018,116,1806,42,0.064
05-Jun-2018,904,1079,30,0.838
06-Jun-2018,329,1574,104,0.209
07-Jun-2018,719,1331,21,0.54
08-Jun-2018,560,1536,68,0.365
11-Jun-2018,1217,841,127,1.447
12-Jun-2018,929,1096,30,0.848
13-Jun-2018,1684,217,49,7.76
14-Jun-2018,609,1366,91,0.446
15-Jun-2018,912,1116,129,0.817
18-Jun-2018,531,1456,115,0.365
19-Jun-2018,367,1556,59,0.236
20-Jun-2018,572,1512,121,0.378
21-Jun-2018,1096,936,67,1.171
22-Jun-2018,562,1529,114,0.368
25-Jun-2018,161,1792,39,0.09
26-Jun-2018,853,1115,28,0.765
27-Jun-2018,1038,939,113,1.105
28-Jun-2018,1128,854,60,1.321
29-Jun-2018,391,1514,56,0.258
02-Jul-2018,1238,848,29,1.46
03-Jul-2018,812,1097,125,0.74
04-Jul-2018,1647,427,89,3.857
05-Jul-2018,762,1293,74,0.589
06-Jul-2018,477,1491,72,0.32
09-Jul-2018,738,1280,20,0.577
10-Jul-2018,715,1286,49,0.556
11-Jul-2018,1068,891,127,1.199
12-Jul-2018,1092,820,51,1.332
13-Jul-2018,706,1342,86,0.526
16-Jul-2018,935,987,60,0.947
17-Jul-2018,349,1746,47,0.2
18-Jul-2018,1303,741,44,1.758
19-Jul-2018,307,1736,102,0.177
20-Jul-2018,1082,850,106,1.273
23-Jul-2018,1557,400,75,3.892
24-Jul-2018,584,1505,103,0.388
25-Jul-2018,952,984,44,0.967
26-Jul-2018,1109,817,65,1.357
27-Jul-2018,1258,789,50,1.594
30-Jul-2018,877,1092,116,0.803
31-Jul-2018,222,1778,49,0.125
01-Aug-2018,644,1386,87,0.465
02-Aug-2018,1130,820,43,1.378
03-Aug-2018,706,1376,93,0.513
06-Aug-2018,1210,748,50,1.618
07-Aug-2018,590,1316,61,0.448
08-Aug-2018,471,1609,85,0.293
09-Aug-2018,748,1168,106,0.64
10-Aug-2018,562,1467,51,0.383
13-Aug-2018,1900,101,78,18.812
14-Aug-2018,893,1077,53,0.829
15-Aug-2018,1180,853,23,1.383
16-Aug-2018,607,1375,88,0.441
17-Aug-2018,568,1527,114,0.372
20-Aug-2018,836,1089,32,0.768
21-Aug-2018,1015,920,73,1.103
22-Aug-2018,599,1490,65,0.402
23-Aug-2018,910,1028,70,0.885
24-Aug-2018,593,1448,74,0.41
27-Aug-2018,813,1248,72,0.651
28-Aug-2018,677,1234,82,0.549
29-Aug-2018,776,1200,39,0.647
30-Aug-2018,548,1442,32,0.38
31-Aug-2018,993,976,96,1.017
03-Sep-2018,1064,860,41,1.237
04-Sep-2018,586,1361,31,0.431
05-Sep-2018,1376,642,108,2.143
06-Sep-2018,675,1309,97,0.516
07-Sep-2018,786,1152,77,0.682
10-Sep-2018,1033,948,114,1.09
11-Sep-2018,1269,686,123,1.85
12-Sep-2018,1052,904,72,1.164
13-Sep-2018,706,1357,129,0.52
14-Sep-2018,796,1268,84,0.628
17-Sep-2018,1412,681,103,2.073
18-Sep-2018,1038,866,76,1.199
19-Sep-2018,1134,833,82,1.361
20-Sep-2018,1015,1026,26,0.989
21-Sep-2018,1142,777,70,1.47
24-Sep-2018,1216,821,72,1.481
25-Sep-2018,477,1510,102,0.316
26-Sep-2018,392,1636,105,0.24
27-Sep-2018,795,1135,119,0.7
28-Sep-2018,1287,710,70,1.813
01-Oct-2018,1286,679,67,1.894
02-Oct-2018,955,1094,84,0.873
03-Oct-2018,20,2011,73,0.01
04-Oct-2018,831,1097,37,0.758
05-Oct-2018,1098,877,109,1.252
08-Oct-2018,536,1369,116,0.392
09-Oct-2018,960,1126,59,0.853
10-Oct-2018,1346,752,63,1.79
11-Oct-2018,1021,996,20,1.025
12-Oct-2018,611,1383,94,0.442
15-Oct-2018,1047,1047,88,1.0
16-Oct-2018,981,1072,59,0.915
17-Oct-2018,588,1420,93,0.414
18-Oct-2018,587,1437,39,0.408
19-Oct-2018,1010,921,41,1.097
22-Oct-2018,458,1488,44,0.308
23-Oct-2018,913,1102,32,0.828
24-Oct-2018,638,1441,87,0.443
25-Oct-2018,748,1283,95,0.583
26-Oct-2018,748,1228,63,0.609
29-Oct-2018,1363,557,102,2.447
30-Oct-2018,980,1081,80,0.907
31-Oct-2018,734,1317,23,0.557
01-Nov-2018,605,1485,36,0.407
02-Nov-2018,921,1036,57,0.889
05-Nov-2018,1567,391,80,4.008
06-Nov-2018,981,1107,88,0.886
07-Nov-2018,672,1263,54,0.532
08-Nov-2018,1565,370,121,4.23
09-Nov-2018,821,1089,65,0.754
12-Nov-2018,1121,913,101,1.228
13-Nov-2018,900,1046,30,0.86
14-Nov-2018,707,1254,97,0.564
15-Nov-2018,731,1352,116,0.541
16-Nov-2018,755,1295,21,0.583
19-Nov-2018,1220,871,116,1.401
20-Nov-2018,1141,910,31,1.254
21-Nov-2018,1165,919,128,1.268
22-Nov-2018,1194,829,31,1.44
23-Nov-2018,569,1475,86,0.386
26-Nov-2018,501,1444,96,0.347
27-Nov-2018,1053,1012,65,1.041
28-Nov-2018,898,1052,49,0.854
29-Nov-2018,884,1056,117,0.837
30-Nov-2018,630,1396,31,0.451
03-Dec-2018,812,1268,35,0.64
04-Dec-2018,406,1494,121,0.272
05-Dec-2018,1222,826,59,1.479
06-Dec-2018,919,1011,20,0.909
07-Dec-2018,606,1484,25,0.408
10-Dec-2018,959,1062,33,0.903
11-Dec-2018,1067,870,76,1.226
12-Dec-2018,869,1222,34,0.711
13-Dec-2018,1228,770,87,1.595
14-Dec-2018,1512,558,97,2.71
17-Dec-2018,952,1067,95,0.892
18-Dec-2018,945,1102,85,0.858
19-Dec-2018,131,1838,99,0.071
20-Dec-2018,467,1560,118,0.299
21-Dec-2018,663,1434,109,0.462
24-Dec-2018,1035,924,73,1.12
25-Dec-2018,827,1154,25,0.717
26-Dec-2018,735,1245,76,0.59
27-Dec-2018,471,1588,113,0.297
28-Dec-2018,636,1265,109,0.503
31-Dec-2018,587,1387,54,0.423
01-Jan-2019,1520,469,60,3.241
02-Jan-2019,398,1610,95,0.247
03-Jan-2019,1061,995,69,1.066
04-Jan-2019,357,1684,51,0.212
07-Jan-2019,962,1136,38,0.847
08-Jan-2019,437,1547,109,0.282
09-Jan-2019,1253,710,123,1.765
10-Jan-2019,427,1521,26,0.281
11-Jan-2019,558,1412,47,0.395
14-Jan-2019,888,1178,129,0.754
15-Jan-2019,653,1340,116,0.487
16-Jan-2019,538,1483,48,0.363
17-Jan-2019,576,1405,112,0.41
18-Jan-2019,619,1324,116,0.468
21-Jan-2019,781,1296,39,0.603
22-Jan-2019,1663,266,126,6.252
23-Jan-2019,1016,1081,82,0.94
24-Jan-2019,1007,899,38,1.12
25-Jan-2019,605,1416,96,0.427
28-Jan-2019,789,1204,32,0.655
29-Jan-2019,580,1459,46,0.398
30-Jan-2019,1320,616,91,2.143
31-Jan-2019,559,1451,53,0.385
01-Feb-2019,1006,1088,79,0.925
04-Feb-2019,550,1430,114,0.385
05-Feb-2019,553,1529,80,0.362
06-Feb-2019,772,1270,69,0.608
07-Feb-2019,321,1748,27,0.184
08-Feb-2019,1263,669,114,1.888
11-Feb-2019,1321,595,103,2.22
12-Feb-2019,869,1203,98,0.722
13-Feb-2019,1406,522,85,2.693
14-Feb-2019,1224,874,119,1.4
15-Feb-2019,1373,672,48,2.043
18-Feb-2019,736,1329,88,0.554
19-Feb-2019,686,1248,103,0.55
20-Feb-2019,941,1105,110,0.852
21-Feb-2019,747,1304,29,0.573
22-Feb-2019,481,1526,58,0.315
25-Feb-2019,359,1580,86,0.227
26-Feb-2019,244,1756,93,0.139
27-Feb-2019,562,1529,95,0.368
28-Feb-2019,860,1045,45,0.823
01-Mar-2019,435,1559,23,0.279
04-Mar-2019,643,1271,82,0.506
05-Mar-2019,575,1397,121,0.412
06-Mar-2019,703,1291,85,0.545
07-Mar-2019,364,1633,72,0.223
08-Mar-2019,557,1400,114,0.398
11-Mar-2019,231,1840,62,0.126
12-Mar-2019,1306,706,69,1.85
13-Mar-2019,439,1580,129,0.278
14-Mar-2019,1017,1072,119,0.949
15-Mar-2019,611,1303,74,0.469
18-Mar-2019,871,1146,61,0.76
19-Mar-2019,526,1486,126,0.354
20-Mar-2019,1262,734,111,1.719
21-Mar-2019,798,1253,92,0.637
22-Mar-2019,517,1466,105,0.353
25-Mar-2019,1355,634,117,2.137
26-Mar-2019,699,1372,87,0.509
27-Mar-2019,703,1372,92,0.512
28-Mar-2019,1248,675,72,1.849
29-Mar-2019,1091,995,78,1.096
01-Apr-2019,746,1260,66,0.592
02-Apr-2019,105,1800,79,0.058
03-Apr-2019,858,1084,109,0.792
04-Apr-2019,655,1316,103,0.498
05-Apr-2019,495,1590,95,0.311
08-Apr-2019,1125,955,94,1.178
09-Apr-2019,1526,386,55,3.953
10-Apr-2019,1169,877,117,1.333
11-Apr-2019,975,1108,118,0.88
12-Apr-2019,854,1104,113,0.774
15-Apr-2019,1411,616,61,2.291
16-Apr-2019,585,1336,20,0.438
17-Apr-2019,639,1402,75,0.456
18-Apr-2019,714,1266,41,0.564
19-Apr-2019,401,1625,91,0.247
22-Apr-2019,995,925,72,1.076
23-Apr-2019,340,1655,112,0.205
24-Apr-2019,532,1435,51,0.371
25-Apr-2019,348,1664,34,0.209
26-Apr-2019,1196,855,38,1.399
29-Apr-2019,801,1207,69,0.664
30-Apr-2019,812,1222,50,0.664
01-May-2019,1461,518,24,2.82
02-May-2019,1327,741,103,1.791
03-May-2019,1393,581,42,2.398
06-May-2019,468,1590,32,0.294
07-May-2019,807,1240,46,0.651
08-May-2019,1074,1008,23,1.065
09-May-2019,770,1192,33,0.646
10-May-2019,564,1407,123,0.401
13-May-2019,412,1651,113,0.25
14-May-2019,205,1806,57,0.114
15-May-2019,988,1102,45,0.897
16-May-2019,1262,804,40,1.57
17-May-2019,478,1500,113,0.319
20-May-2019,810,1166,87,0.695
21-May-2019,43,1957,80,0.022
22-May-2019,839,1095,83,0.766
23-May-2019,1101,833,71,1.322
24-May-2019,204,1776,90,0.115
27-May-2019,1035,907,87,1.141
28-May-2019,650,1422,121,0.457
29-May-2019,885,1155,85,0.766
30-May-2019,971,1103,101,0.88
31-May-2019,1221,701,112,1.742
03-Jun-2019,1284,671,93,1.914
04-Jun-2019,1341,746,32,1.798
05-Jun-2019,1082,919,91,1.177
06-Jun-2019,910,1010,23,0.901
07-Jun-2019,838,1190,45,0.704
10-Jun-2019,708,1288,81,0.55
11-Jun-2019,219,1821,84,0.12
12-Jun-2019,1501,431,96,3.483
13-Jun-2019,673,1247,88,0.54
14-Jun-2019,550,1393,105,0.395
17-Jun-2019,759,1194,94,0.636
18-Jun-2019,948,989,75,0.959
19-Jun-2019,886,1097,116,0.808
20-Jun-2019,753,1187,59,0.634
21-Jun-2019,1017,894,94,1.138
24-Jun-2019,253,1819,99,0.139
25-Jun-2019,967,1132,67,0.854
26-Jun-2019,825,1258,54,0.656
27-Jun-2019,319,1583,25,0.202
28-Jun-2019,547,1389,122,0.394
01-Jul-2019,433,1591,48,0.272
02-Jul-2019,93,1877,64,0.05
03-Jul-2019,855,1093,108,0.782
04-Jul-2019,330,1713,85,0.193
05-Jul-2019,1295,631,49,2.052
08-Jul-2019,700,1293,63,0.541
09-Jul-2019,971,1012,46,0.959
10-Jul-2019,693,1333,81,0.52
11-Jul-2019,912,1102,33,0.828
12-Jul-2019,636,1293,109,0.492
15-Jul-2019,1087,814,21,1.335
16-Jul-2019,465,1468,98,0.317
17-Jul-2019,751,1190,57,0.631
18-Jul-2019,808,1177,116,0.686
19-Jul-2019,820,1129,98,0.726
22-Jul-2019,1139,773,26,1.473
23-Jul-2019,1022,1053,77,0.971
24-Jul-2019,903,1023,25,0.883
25-Jul-2019,834,1193,128,0.699
26-Jul-2019,782,1156,21,0.676
29-Jul-2019,1021,1054,124,0.969
30-Jul-2019,629,1409,89,0.446
31-Jul-2019,284,1807,40,0.157
01-Aug-2019,479,1461,20,0.328
02-Aug-2019,1123,889,28,1.263
05-Aug-2019,1542,430,65,3.586
06-Aug-2019,912,1130,112,0.807
07-Aug-2019,277,1701,72,0.163
08-Aug-2019,884,1159,67,0.763
09-Aug-2019,1108,951,36,1.165
12-Aug-2019,554,1467,25,0.378
13-Aug-2019,810,1226,89,0.661
14-Aug-2019,892,1174,44,0.76
15-Aug-2019,341,1599,129,0.213
16-Aug-2019,796,1152,121,0.691
19-Aug-2019,335,1645,109,0.204
20-Aug-2019,1135,922,74,1.231
21-Aug-2019,833,1240,99,0.672
22-Aug-2019,868,1043,119,0.832
23-Aug-2019,713,1219,116,0.585
26-Aug-2019,571,1344,124,0.425
27-Aug-2019,601,1375,100,0.437
28-Aug-2019,446,1556,54,0.287
29-Aug-2019,533,1375,119,0.388
30-Aug-2019,591,1495,91,0.395
02-Sep-2019,1100,935,80,1.176
03-Sep-2019,175,1905,26,0.092
04-Sep-2019,677,1366,128,0.496
05-Sep-2019,630,1450,43,0.434
06-Sep-2019,874,1225,45,0.713
09-Sep-2019,552,1365,73,0.404
10-Sep-2019,1523,527,73,2.89
11-Sep-2019,711,1295,59,0.549
12-Sep-2019,1681,261,66,6.441
13-Sep-2019,63,1862,101,0.034
16-Sep-2019,1550,549,53,2.823
17-Sep-2019,685,1303,30,0.526
18-Sep-2019,809,1242,61,0.651
19-Sep-2019,399,1502,72,0.266
20-Sep-2019,1185,866,122,1.368
23-Sep-2019,840,1151,116,0.73
24-Sep-2019,549,1490,23,0.368
25-Sep-2019,851,1159,112,0.734
26-Sep-2019,511,1483,110,0.345
27-Sep-2019,880,1083,129,0.813
30-Sep-2019,1371,643,77,2.132
01-Oct-2019,916,1012,43,0.905
02-Oct-2019,473,1548,92,0.306
03-Oct-2019,665,1428,83,0.466
04-Oct-2019,1021,987,83,1.034
07-Oct-2019,796,1279,67,0.622
08-Oct-2019,587,1353,29,0.434
09-Oct-2019,858,1212,52,0.708
10-Oct-2019,226,1859,65,0.122
11-Oct-2019,508,1587,34,0.32
14-Oct-2019,1026,891,113,1.152
15-Oct-2019,1043,922,88,1.131
16-Oct-2019,615,1406,46,0.437
17-Oct-2019,1426,482,106,2.959
18-Oct-2019,1052,851,25,1.236
21-Oct-2019,915,1019,38,0.898
22-Oct-2019,881,1063,54,0.829
23-Oct-2019,940,1049,39,0.896
24-Oct-2019,640,1307,87,0.49
25-Oct-2019,321,1730,109,0.186
28-Oct-2019,1241,839,89,1.479
29-Oct-2019,660,1438,129,0.459
30-Oct-2019,910,1078,72,0.844
31-Oct-2019,1117,926,120,1.206
01-Nov-2019,596,1449,40,0.411
04-Nov-2019,628,1462,107,0.43
05-Nov-2019,1848,103,113,17.942
06-Nov-2019,797,1284,49,0.621
07-Nov-2019,614,1378,53,0.446
08-Nov-2019,1134,816,77,1.39
11-Nov-2019,633,1410,117,0.449
12-Nov-2019,812,1109,57,0.732
13-Nov-2019,319,1750,106,0.182
14-Nov-2019,607,1482,35,0.41
15-Nov-2019,878,1191,47,0.737
18-Nov-2019,734,1302,65,0.564
19-Nov-2019,910,1120,28,0.812
20-Nov-2019,1054,945,63,1.115
21-Nov-2019,377,1572,103,0.24
22-Nov-2019,546,1475,43,0.37
25-Nov-2019,985,920,97,1.071
26-Nov-2019,1007,1073,42,0.938
27-Nov-2019,581,1375,30,0.423
28-Nov-2019,632,1386,41,0.456
29-Nov-2019,472,1450,101,0.326
02-Dec-2019,1627,406,101,4.007
03-Dec-2019,1119,831,37,1.347
04-Dec-2019,915,1124,92,0.814
05-Dec-2019,526,1565,61,0.336
06-Dec-2019,954,1027,31,0.929
09-Dec-2019,411,1629,108,0.252
10-Dec-2019,882,1123,127,0.785
11-Dec-2019,890,1203,60,0.74
12-Dec-2019,991,954,48,1.039
13-Dec-2019,1085,826,77,1.314
16-Dec-2019,759,1258,68,0.603
17-Dec-2019,807,1257,113,0.642
18-Dec-2019,872,1052,61,0.829
19-Dec-2019,795,1215,43,0.654
20-Dec-2019,274,1731,116,0.158
23-Dec-2019,1394,591,27,2.359
24-Dec-2019,912,1127,108,0.809
25-Dec-2019,1024,1024,107,1.0
26-Dec-2019,663,1393,94,0.476
27-Dec-2019,845,1095,67,0.772
30-Dec-2019,1617,349,35,4.633
31-Dec-2019,464,1618,95,0.287
01-Jan-2020,393,1603,69,0.245
02-Jan-2020,1214,763,122,1.591
03-Jan-2020,616,1454,93,0.424
06-Jan-2020,129,1933,103,0.067
07-Jan-2020,438,1627,21,0.269
08-Jan-2020,258,1725,118,0.15
09-Jan-2020,1180,869,84,1.358
10-Jan-2020,1672,309,35,5.411
13-Jan-2020,1062,1008,40,1.054
14-Jan-2020,941,973,37,0.967
15-Jan-2020,20,1970,43,0.01
16-Jan-2020,681,1276,126,0.534
17-Jan-2020,581,1470,122,0.395
20-Jan-2020,463,1543,115,0.3
21-Jan-2020,478,1533,81,0.312
22-Jan-2020,26,1926,92,0.013
23-Jan-2020,1364,616,97,2.214
24-Jan-2020,1723,324,62,5.318
27-Jan-2020,20,1912,94,0.01
28-Jan-2020,531,1381,124,0.385
29-Jan-2020,364,1720,65,0.212
30-Jan-2020,283,1660,83,0.17
31-Jan-2020,793,1254,99,0.632
03-Feb-2020,557,1458,66,0.382
04-Feb-2020,572,1455,40,0.393
05-Feb-2020,1044,1015,129,1.029
06-Feb-2020,20,1911,116,0.01
07-Feb-2020,1028,990,29,1.038
10-Feb-2020,1675,307,115,5.456
11-Feb-2020,634,1294,33,0.49
12-Feb-2020,1567,518,104,3.025
13-Feb-2020,674,1394,22,0.484
14-Feb-2020,961,1102,73,0.872
17-Feb-2020,977,983,36,0.994
18-Feb-2020,600,1454,100,0.413
19-Feb-2020,267,1826,96,0.146
20-Feb-2020,995,967,126,1.029
21-Feb-2020,20,1963,52,0.01
24-Feb-2020,655,1282,27,0.511
25-Feb-2020,1141,829,108,1.376
26-Feb-2020,1024,928,70,1.103
27-Feb-2020,870,1215,125,0.716
28-Feb-2020,1071,878,27,1.22
02-Mar-2020,1900,17,122,111.765
03-Mar-2020,830,1201,121,0.691
04-Mar-2020,1356,618,26,2.194
05-Mar-2020,762,1262,71,0.604
06-Mar-2020,605,1408,61,0.43
09-Mar-2020,1900,60,45,31.667
10-Mar-2020,1217,812,69,1.499
11-Mar-2020,22,1901,62,0.012
12-Mar-2020,20,2027,24,0.01
13-Mar-2020,1900,174,88,10.92
16-Mar-2020,1900,64,28,29.688
17-Mar-2020,435,1526,32,0.285
18-Mar-2020,554,1359,23,0.408
19-Mar-2020,1900,175,55,10.857
20-Mar-2020,1848,227,87,8.141
23-Mar-2020,1423,496,117,2.869
24-Mar-2020,20,2033,44,0.01
25-Mar-2020,20,1925,82,0.01
26-Mar-2020,1900,91,118,20.879
27-Mar-2020,20,2045,103,0.01
30-Mar-2020,272,1819,61,0.15
31-Mar-2020,1114,817,48,1.364
01-Apr-2020,640,1442,24,0.444
02-Apr-2020,20,1913,110,0.01
03-Apr-2020,435,1653,90,0.263
06-Apr-2020,846,1071,127,0.79
07-Apr-2020,671,1243,122,0.54
08-Apr-2020,20,1913,98,0.01
09-Apr-2020,767,1241,121,0.618
10-Apr-2020,1678,402,51,4.174
13-Apr-2020,25,1976,115,0.013
14-Apr-2020,20,2039,74,0.01
15-Apr-2020,306,1690,65,0.181
16-Apr-2020,1657,439,46,3.774
17-Apr-2020,1486,427,64,3.48
20-Apr-2020,915,1164,50,0.786
21-Apr-2020,384,1595,79,0.241
22-Apr-2020,422,1671,105,0.253
23-Apr-2020,317,1625,58,0.195
24-Apr-2020,933,996,43,0.937
27-Apr-2020,20,2046,95,0.01
28-Apr-2020,501,1557,61,0.322
29-Apr-2020,1591,420,62,3.788
30-Apr-2020,20,2032,24,0.01
01-May-2020,477,1510,50,0.316
04-May-2020,34,1939,31,0.018
05-May-2020,596,1471,79,0.405
06-May-2020,793,1180,20,0.672
07-May-2020,736,1355,94,0.543
08-May-2020,386,1606,49,0.24
11-May-2020,669,1294,54,0.517
12-May-2020,873,1082,33,0.807
13-May-2020,1102,845,97,1.304
14-May-2020,973,1032,64,0.943
15-May-2020,167,1754,97,0.095
18-May-2020,20,1979,80,0.01
19-May-2020,758,1186,129,0.639
20-May-2020,971,948,93,1.024
21-May-2020,1721,200,24,8.605
22-May-2020,360,1682,72,0.214
25-May-2020,984,1069,98,0.92
26-May-2020,20,2042,94,0.01
27-May-2020,700,1304,76,0.537
28-May-2020,1441,591,37,2.438
29-May-2020,1588,413,112,3.845
01-Jun-2020,20,1948,129,0.01
02-Jun-2020,888,1101,124,0.807
03-Jun-2020,607,1306,57,0.465
04-Jun-2020,1400,567,46,2.469
05-Jun-2020,795,1296,28,0.613
08-Jun-2020,633,1369,51,0.462
09-Jun-2020,936,1161,38,0.806
10-Jun-2020,1271,804,116,1.581
11-Jun-2020,384,1548,41,0.248
12-Jun-2020,20,1909,55,0.01
15-Jun-2020,126,1866,27,0.068
16-Jun-2020,542,1452,66,0.373
17-Jun-2020,659,1383,33,0.477
18-Jun-2020,1002,949,40,1.056
19-Jun-2020,1380,525,34,2.629
22-Jun-2020,1517,452,29,3.356
23-Jun-2020,197,1814,128,0.109
24-Jun-2020,356,1722,52,0.207
25-Jun-2020,1162,784,34,1.482
26-Jun-2020,805,1232,69,0.653
29-Jun-2020,694,1244,124,0.558
30-Jun-2020,869,1081,69,0.804
01-Jul-2020,655,1350,81,0.485
02-Jul-2020,1900,112,89,16.964
03-Jul-2020,792,1162,66,0.682
06-Jul-2020,108,1911,21,0.057
07-Jul-2020,686,1271,67,0.54
08-Jul-2020,1407,583,71,2.413
09-Jul-2020,1112,856,33,1.299
10-Jul-2020,681,1402,125,0.486
13-Jul-2020,20,1923,125,0.01
14-Jul-2020,1657,286,60,5.794
15-Jul-2020,1165,898,88,1.297
16-Jul-2020,239,1697,128,0.141
17-Jul-2020,1335,736,62,1.814
20-Jul-2020,343,1688,117,0.203
21-Jul-2020,92,1866,35,0.049
22-Jul-2020,1900,11,42,172.727
23-Jul-2020,20,1920,37,0.01
24-Jul-2020,854,1196,115,0.714
27-Jul-2020,20,1918,102,0.01
28-Jul-2020,1633,316,83,5.168
29-Jul-2020,1341,665,53,2.017
30-Jul-2020,1136,934,124,1.216
31-Jul-2020,1067,880,98,1.212
03-Aug-2020,480,1525,24,0.315
04-Aug-2020,843,1171,63,0.72
05-Aug-2020,796,1108,75,0.718
06-Aug-2020,381,1670,50,0.228
07-Aug-2020,1821,95,39,19.168
10-Aug-2020,728,1230,116,0.592
11-Aug-2020,593,1370,31,0.433
12-Aug-2020,990,953,53,1.039
13-Aug-2020,1187,879,85,1.35
14-Aug-2020,20,1898,117,0.011
17-Aug-2020,762,1332,113,0.572
18-Aug-2020,1581,373,106,4.239
19-Aug-2020,628,1412,21,0.445
20-Aug-2020,851,1184,126,0.719
21-Aug-2020,707,1303,73,0.543
24-Aug-2020,1900,22,54,86.364
25-Aug-2020,639,1385,35,0.461
26-Aug-2020,338,1618,126,0.209
27-Aug-2020,1653,280,57,5.904
28-Aug-2020,1637,290,116,5.645
31-Aug-2020,949,1072,35,0.885
01-Sep-2020,112,1920,113,0.058
02-Sep-2020,655,1319,116,0.497
03-Sep-2020,1206,828,52,1.457
04-Sep-2020,417,1526,128,0.273
07-Sep-2020,836,1213,78,0.689
08-Sep-2020,637,1277,106,0.499
09-Sep-2020,675,1393,84,0.485
10-Sep-2020,555,1500,97,0.37
11-Sep-2020,550,1449,34,0.38
14-Sep-2020,293,1726,127,0.17
15-Sep-2020,814,1189,92,0.685
16-Sep-2020,553,1400,46,0.395
17-Sep-2020,1732,210,118,8.248
18-Sep-2020,1545,462,81,3.344
21-Sep-2020,1782,211,108,8.445
22-Sep-2020,264,1776,96,0.149
23-Sep-2020,563,1423,60,0.396
24-Sep-2020,240,1720,41,0.14
25-Sep-2020,1293,713,39,1.813
28-Sep-2020,702,1351,48,0.52
29-Sep-2020,811,1273,28,0.637
30-Sep-2020,1086,1010,110,1.075
01-Oct-2020,392,1652,103,0.237
02-Oct-2020,1414,683,90,2.07
05-Oct-2020,1617,421,92,3.841
06-Oct-2020,809,1272,37,0.636
07-Oct-2020,874,1217,25,0.718
08-Oct-2020,310,1639,24,0.189
09-Oct-2020,606,1470,97,0.412
12-Oct-2020,1400,636,84,2.201
13-Oct-2020,153,1837,121,0.083
14-Oct-2020,476,1537,32,0.31
15-Oct-2020,619,1480,91,0.418
16-Oct-2020,940,996,112,0.944
